appliance,user_query,ai_response,intent,query_response,summary
air_conditioner,I need to schedule an AC repair.,Please provide the model details and a description of the issue.,repair_request,I need to schedule an AC repair. Please provide the model details and a description of the issue.,I need to schedule an AC repair. Please provide the model details and a description of the issue.
refrigerator,How often should I replace my refrigerator’s water filter?,"Typically, every six months, but refer to your manual for details.",general_inquiry,"How often should I replace my refrigerator’s water filter? Typically, every six months, but refer to your manual for details.","How often should I replace my refrigerator’s water filter? Every six months, but refer to your manual for details."
dishwasher,My dishwasher isn't draining properly.,Check if the drain hose is clogged or kinked.,troubleshooting,My dishwasher isn't draining properly. Check if the drain hose is clogged or kinked.,My dishwasher isn't draining properly. Check if the drain hose is clogged or kinked.
dishwasher,The dishwasher makes a loud noise while running.,This may be due to a faulty motor or an object stuck in the pump.,troubleshooting,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.
refrigerator,How often should I replace my refrigerator’s water filter?,"Typically, every six months, but refer to your manual for details.",general_inquiry,"How often should I replace my refrigerator’s water filter? Typically, every six months, but refer to your manual for details.","How often should I replace my refrigerator’s water filter? Every six months, but refer to your manual for details."
refrigerator,The fridge is making a loud buzzing sound.,It might be due to the compressor or condenser fan. Try cleaning the coils.,troubleshooting,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.
dishwasher,My dishwasher isn't draining properly.,Check if the drain hose is clogged or kinked.,troubleshooting,My dishwasher isn't draining properly. Check if the drain hose is clogged or kinked.,My dishwasher isn't draining properly. Check if the drain hose is clogged or kinked.
dishwasher,The dishwasher makes a loud noise while running.,This may be due to a faulty motor or an object stuck in the pump.,troubleshooting,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.
microwave,The microwave is sparking inside.,Avoid using metal objects inside and check for damage to the waveguide cover.,troubleshooting,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
refrigerator,There is water leaking from my refrigerator.,Ensure the drain line is not clogged and the defrost drain is clear.,troubleshooting,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.
air_conditioner,The AC unit is making a strange noise.,Loose parts or debris might be causing the noise. Inspect the fan and motor.,troubleshooting,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.
dishwasher,The dishwasher door won’t close properly.,Ensure that no dishes are obstructing the door and check the latch.,troubleshooting,The dishwasher door won’t close properly. Ensure that no dishes are obstructing the door and check the latch.,The dishwasher door won't close properly. Ensure that no dishes are obstructing the door and check the latch.
air_conditioner,The air conditioner is leaking water inside the house.,This might be due to a clogged condensate drain. Try cleaning it.,troubleshooting,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.
dishwasher,How often should I clean my dishwasher filter?,It's recommended to clean it once a month for optimal performance.,general_inquiry,How often should I clean my dishwasher filter? It's recommended to clean it once a month for optimal performance.,It's recommended to clean it once a month for optimal performance. How often should I clean my dishwasher filter?
dishwasher,How often should I clean my dishwasher filter?,It's recommended to clean it once a month for optimal performance.,general_inquiry,How often should I clean my dishwasher filter? It's recommended to clean it once a month for optimal performance.,It's recommended to clean it once a month for optimal performance. How often should I clean my dishwasher filter?
refrigerator,I need a technician to fix my refrigerator.,Please share the model number and details about the issue.,repair_request,I need a technician to fix my refrigerator. Please share the model number and details about the issue.,I need a technician to fix my refrigerator. Please share the model number and details about the issue.
dishwasher,The dishwasher makes a loud noise while running.,This may be due to a faulty motor or an object stuck in the pump.,troubleshooting,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.
air_conditioner,The air conditioner is leaking water inside the house.,This might be due to a clogged condensate drain. Try cleaning it.,troubleshooting,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.
air_conditioner,The AC unit is making a strange noise.,Loose parts or debris might be causing the noise. Inspect the fan and motor.,troubleshooting,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.
microwave,I need to book a service appointment for my microwave.,Please provide your model number and a description of the issue.,repair_request,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.
air_conditioner,The AC unit is making a strange noise.,Loose parts or debris might be causing the noise. Inspect the fan and motor.,troubleshooting,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
air_conditioner,The AC unit is making a strange noise.,Loose parts or debris might be causing the noise. Inspect the fan and motor.,troubleshooting,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.
air_conditioner,The air conditioner is leaking water inside the house.,This might be due to a clogged condensate drain. Try cleaning it.,troubleshooting,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.
dishwasher,The dishwasher makes a loud noise while running.,This may be due to a faulty motor or an object stuck in the pump.,troubleshooting,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.
air_conditioner,My AC is not blowing cold air.,Check if the thermostat is set correctly and clean or replace the air filter.,troubleshooting,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.
dishwasher,I need to schedule a repair for my dishwasher.,Please provide your model number and issue details.,repair_request,I need to schedule a repair for my dishwasher. Please provide your model number and issue details.,I need to schedule a repair for my dishwasher. Please provide a model number and issue details.
air_conditioner,My AC is not blowing cold air.,Check if the thermostat is set correctly and clean or replace the air filter.,troubleshooting,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.
dishwasher,The dishwasher door won’t close properly.,Ensure that no dishes are obstructing the door and check the latch.,troubleshooting,The dishwasher door won’t close properly. Ensure that no dishes are obstructing the door and check the latch.,The dishwasher door won't close properly. Ensure that no dishes are obstructing the door and check the latch.
microwave,The microwave display is not working.,Try resetting the microwave or check if there is a power issue.,troubleshooting,The microwave display is not working. Try resetting the microwave or check if there is a power issue.,The microwave display is not working. Try resetting the microwave or check if there is a power issue.
air_conditioner,I need to schedule an AC repair.,Please provide the model details and a description of the issue.,repair_request,I need to schedule an AC repair. Please provide the model details and a description of the issue.,I need to schedule an AC repair. Please provide the model details and a description of the issue.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
dishwasher,I need to schedule a repair for my dishwasher.,Please provide your model number and issue details.,repair_request,I need to schedule a repair for my dishwasher. Please provide your model number and issue details.,I need to schedule a repair for my dishwasher. Please provide a model number and issue details.
microwave,The microwave is sparking inside.,Avoid using metal objects inside and check for damage to the waveguide cover.,troubleshooting,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.
air_conditioner,My AC is not blowing cold air.,Check if the thermostat is set correctly and clean or replace the air filter.,troubleshooting,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
dishwasher,I need to schedule a repair for my dishwasher.,Please provide your model number and issue details.,repair_request,I need to schedule a repair for my dishwasher. Please provide your model number and issue details.,I need to schedule a repair for my dishwasher. Please provide a model number and issue details.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
air_conditioner,How often should I clean my AC filter?,"For optimal efficiency, clean the filter once a month.",general_inquiry,"How often should I clean my AC filter? For optimal efficiency, clean the filter once a month.","For optimal efficiency, clean the filter once a month. How often should I clean my AC filter?"
dishwasher,The dishwasher door won’t close properly.,Ensure that no dishes are obstructing the door and check the latch.,troubleshooting,The dishwasher door won’t close properly. Ensure that no dishes are obstructing the door and check the latch.,The dishwasher door won't close properly. Ensure that no dishes are obstructing the door and check the latch.
microwave,My microwave isn't heating food.,Check if the power settings are correct and ensure the door is properly closed.,troubleshooting,My microwave isn't heating food. Check if the power settings are correct and ensure the door is properly closed.,Check if the power settings are correct and ensure the door is properly closed.
refrigerator,There is water leaking from my refrigerator.,Ensure the drain line is not clogged and the defrost drain is clear.,troubleshooting,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.
air_conditioner,The air conditioner is leaking water inside the house.,This might be due to a clogged condensate drain. Try cleaning it.,troubleshooting,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.
refrigerator,There is water leaking from my refrigerator.,Ensure the drain line is not clogged and the defrost drain is clear.,troubleshooting,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.
microwave,I need to book a service appointment for my microwave.,Please provide your model number and a description of the issue.,repair_request,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.
refrigerator,There is water leaking from my refrigerator.,Ensure the drain line is not clogged and the defrost drain is clear.,troubleshooting,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.
air_conditioner,How often should I clean my AC filter?,"For optimal efficiency, clean the filter once a month.",general_inquiry,"How often should I clean my AC filter? For optimal efficiency, clean the filter once a month.","For optimal efficiency, clean the filter once a month. How often should I clean my AC filter?"
air_conditioner,The AC unit is making a strange noise.,Loose parts or debris might be causing the noise. Inspect the fan and motor.,troubleshooting,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.
refrigerator,There is water leaking from my refrigerator.,Ensure the drain line is not clogged and the defrost drain is clear.,troubleshooting,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.
refrigerator,I need a technician to fix my refrigerator.,Please share the model number and details about the issue.,repair_request,I need a technician to fix my refrigerator. Please share the model number and details about the issue.,I need a technician to fix my refrigerator. Please share the model number and details about the issue.
refrigerator,The fridge is making a loud buzzing sound.,It might be due to the compressor or condenser fan. Try cleaning the coils.,troubleshooting,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
dishwasher,I need to schedule a repair for my dishwasher.,Please provide your model number and issue details.,repair_request,I need to schedule a repair for my dishwasher. Please provide your model number and issue details.,I need to schedule a repair for my dishwasher. Please provide a model number and issue details.
dishwasher,I need to schedule a repair for my dishwasher.,Please provide your model number and issue details.,repair_request,I need to schedule a repair for my dishwasher. Please provide your model number and issue details.,I need to schedule a repair for my dishwasher. Please provide a model number and issue details.
dishwasher,How often should I clean my dishwasher filter?,It's recommended to clean it once a month for optimal performance.,general_inquiry,How often should I clean my dishwasher filter? It's recommended to clean it once a month for optimal performance.,It's recommended to clean it once a month for optimal performance. How often should I clean my dishwasher filter?
dishwasher,The dishwasher makes a loud noise while running.,This may be due to a faulty motor or an object stuck in the pump.,troubleshooting,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.
refrigerator,The fridge is making a loud buzzing sound.,It might be due to the compressor or condenser fan. Try cleaning the coils.,troubleshooting,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.
air_conditioner,The air conditioner is leaking water inside the house.,This might be due to a clogged condensate drain. Try cleaning it.,troubleshooting,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.
refrigerator,How often should I replace my refrigerator’s water filter?,"Typically, every six months, but refer to your manual for details.",general_inquiry,"How often should I replace my refrigerator’s water filter? Typically, every six months, but refer to your manual for details.","How often should I replace my refrigerator’s water filter? Every six months, but refer to your manual for details."
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
dishwasher,My dishwasher isn't draining properly.,Check if the drain hose is clogged or kinked.,troubleshooting,My dishwasher isn't draining properly. Check if the drain hose is clogged or kinked.,My dishwasher isn't draining properly. Check if the drain hose is clogged or kinked.
air_conditioner,The AC unit is making a strange noise.,Loose parts or debris might be causing the noise. Inspect the fan and motor.,troubleshooting,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.
dishwasher,The dishwasher makes a loud noise while running.,This may be due to a faulty motor or an object stuck in the pump.,troubleshooting,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.
air_conditioner,The AC unit is making a strange noise.,Loose parts or debris might be causing the noise. Inspect the fan and motor.,troubleshooting,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.
refrigerator,I need a technician to fix my refrigerator.,Please share the model number and details about the issue.,repair_request,I need a technician to fix my refrigerator. Please share the model number and details about the issue.,I need a technician to fix my refrigerator. Please share the model number and details about the issue.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
microwave,The microwave is sparking inside.,Avoid using metal objects inside and check for damage to the waveguide cover.,troubleshooting,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.
dishwasher,The dishwasher door won’t close properly.,Ensure that no dishes are obstructing the door and check the latch.,troubleshooting,The dishwasher door won’t close properly. Ensure that no dishes are obstructing the door and check the latch.,The dishwasher door won't close properly. Ensure that no dishes are obstructing the door and check the latch.
microwave,The microwave display is not working.,Try resetting the microwave or check if there is a power issue.,troubleshooting,The microwave display is not working. Try resetting the microwave or check if there is a power issue.,The microwave display is not working. Try resetting the microwave or check if there is a power issue.
microwave,How do I clean my microwave properly?,"Use a mixture of vinegar and water, heat for two minutes, and wipe clean.",general_inquiry,"How do I clean my microwave properly? Use a mixture of vinegar and water, heat for two minutes, and wipe clean.","Use a mixture of vinegar and water, heat for two minutes, and wipe clean."
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
air_conditioner,How often should I clean my AC filter?,"For optimal efficiency, clean the filter once a month.",general_inquiry,"How often should I clean my AC filter? For optimal efficiency, clean the filter once a month.","For optimal efficiency, clean the filter once a month. How often should I clean my AC filter?"
air_conditioner,I need to schedule an AC repair.,Please provide the model details and a description of the issue.,repair_request,I need to schedule an AC repair. Please provide the model details and a description of the issue.,I need to schedule an AC repair. Please provide the model details and a description of the issue.
dishwasher,I need to schedule a repair for my dishwasher.,Please provide your model number and issue details.,repair_request,I need to schedule a repair for my dishwasher. Please provide your model number and issue details.,I need to schedule a repair for my dishwasher. Please provide a model number and issue details.
microwave,My microwave isn't heating food.,Check if the power settings are correct and ensure the door is properly closed.,troubleshooting,My microwave isn't heating food. Check if the power settings are correct and ensure the door is properly closed.,Check if the power settings are correct and ensure the door is properly closed.
microwave,How do I clean my microwave properly?,"Use a mixture of vinegar and water, heat for two minutes, and wipe clean.",general_inquiry,"How do I clean my microwave properly? Use a mixture of vinegar and water, heat for two minutes, and wipe clean.","Use a mixture of vinegar and water, heat for two minutes, and wipe clean."
refrigerator,I need a technician to fix my refrigerator.,Please share the model number and details about the issue.,repair_request,I need a technician to fix my refrigerator. Please share the model number and details about the issue.,I need a technician to fix my refrigerator. Please share the model number and details about the issue.
refrigerator,I need a technician to fix my refrigerator.,Please share the model number and details about the issue.,repair_request,I need a technician to fix my refrigerator. Please share the model number and details about the issue.,I need a technician to fix my refrigerator. Please share the model number and details about the issue.
air_conditioner,My AC is not blowing cold air.,Check if the thermostat is set correctly and clean or replace the air filter.,troubleshooting,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.
dishwasher,How often should I clean my dishwasher filter?,It's recommended to clean it once a month for optimal performance.,general_inquiry,How often should I clean my dishwasher filter? It's recommended to clean it once a month for optimal performance.,It's recommended to clean it once a month for optimal performance. How often should I clean my dishwasher filter?
air_conditioner,The air conditioner is leaking water inside the house.,This might be due to a clogged condensate drain. Try cleaning it.,troubleshooting,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.,The air conditioner is leaking water inside the house. This might be due to a clogged condensate drain. Try cleaning it.
dishwasher,My dishwasher isn't draining properly.,Check if the drain hose is clogged or kinked.,troubleshooting,My dishwasher isn't draining properly. Check if the drain hose is clogged or kinked.,My dishwasher isn't draining properly. Check if the drain hose is clogged or kinked.
air_conditioner,How often should I clean my AC filter?,"For optimal efficiency, clean the filter once a month.",general_inquiry,"How often should I clean my AC filter? For optimal efficiency, clean the filter once a month.","For optimal efficiency, clean the filter once a month. How often should I clean my AC filter?"
dishwasher,The dishwasher door won’t close properly.,Ensure that no dishes are obstructing the door and check the latch.,troubleshooting,The dishwasher door won’t close properly. Ensure that no dishes are obstructing the door and check the latch.,The dishwasher door won't close properly. Ensure that no dishes are obstructing the door and check the latch.
dishwasher,I need to schedule a repair for my dishwasher.,Please provide your model number and issue details.,repair_request,I need to schedule a repair for my dishwasher. Please provide your model number and issue details.,I need to schedule a repair for my dishwasher. Please provide a model number and issue details.
dishwasher,The dishwasher makes a loud noise while running.,This may be due to a faulty motor or an object stuck in the pump.,troubleshooting,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.
microwave,The microwave display is not working.,Try resetting the microwave or check if there is a power issue.,troubleshooting,The microwave display is not working. Try resetting the microwave or check if there is a power issue.,The microwave display is not working. Try resetting the microwave or check if there is a power issue.
dishwasher,The dishwasher makes a loud noise while running.,This may be due to a faulty motor or an object stuck in the pump.,troubleshooting,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.,The dishwasher makes a loud noise while running. This may be due to a faulty motor or an object stuck in the pump.
air_conditioner,How often should I clean my AC filter?,"For optimal efficiency, clean the filter once a month.",general_inquiry,"How often should I clean my AC filter? For optimal efficiency, clean the filter once a month.","For optimal efficiency, clean the filter once a month. How often should I clean my AC filter?"
refrigerator,The fridge is making a loud buzzing sound.,It might be due to the compressor or condenser fan. Try cleaning the coils.,troubleshooting,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.
air_conditioner,The AC unit is making a strange noise.,Loose parts or debris might be causing the noise. Inspect the fan and motor.,troubleshooting,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
refrigerator,I need a technician to fix my refrigerator.,Please share the model number and details about the issue.,repair_request,I need a technician to fix my refrigerator. Please share the model number and details about the issue.,I need a technician to fix my refrigerator. Please share the model number and details about the issue.
dishwasher,The dishwasher door won’t close properly.,Ensure that no dishes are obstructing the door and check the latch.,troubleshooting,The dishwasher door won’t close properly. Ensure that no dishes are obstructing the door and check the latch.,The dishwasher door won't close properly. Ensure that no dishes are obstructing the door and check the latch.
microwave,The microwave is sparking inside.,Avoid using metal objects inside and check for damage to the waveguide cover.,troubleshooting,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
microwave,The microwave is sparking inside.,Avoid using metal objects inside and check for damage to the waveguide cover.,troubleshooting,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.,The microwave is sparking inside. Avoid using metal objects inside and check for damage to the waveguide cover.
microwave,I need to book a service appointment for my microwave.,Please provide your model number and a description of the issue.,repair_request,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.
microwave,The microwave display is not working.,Try resetting the microwave or check if there is a power issue.,troubleshooting,The microwave display is not working. Try resetting the microwave or check if there is a power issue.,The microwave display is not working. Try resetting the microwave or check if there is a power issue.
refrigerator,How often should I replace my refrigerator’s water filter?,"Typically, every six months, but refer to your manual for details.",general_inquiry,"How often should I replace my refrigerator’s water filter? Typically, every six months, but refer to your manual for details.","How often should I replace my refrigerator’s water filter? Every six months, but refer to your manual for details."
refrigerator,I need a technician to fix my refrigerator.,Please share the model number and details about the issue.,repair_request,I need a technician to fix my refrigerator. Please share the model number and details about the issue.,I need a technician to fix my refrigerator. Please share the model number and details about the issue.
refrigerator,How often should I replace my refrigerator’s water filter?,"Typically, every six months, but refer to your manual for details.",general_inquiry,"How often should I replace my refrigerator’s water filter? Typically, every six months, but refer to your manual for details.","How often should I replace my refrigerator’s water filter? Every six months, but refer to your manual for details."
air_conditioner,The AC unit is making a strange noise.,Loose parts or debris might be causing the noise. Inspect the fan and motor.,troubleshooting,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.,The AC unit is making a strange noise. Loose parts or debris might be causing the noise. Inspect the fan and motor.
microwave,The microwave display is not working.,Try resetting the microwave or check if there is a power issue.,troubleshooting,The microwave display is not working. Try resetting the microwave or check if there is a power issue.,The microwave display is not working. Try resetting the microwave or check if there is a power issue.
refrigerator,There is water leaking from my refrigerator.,Ensure the drain line is not clogged and the defrost drain is clear.,troubleshooting,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.,There is water leaking from my refrigerator. Ensure the drain line is not clogged and the defrost drain is clear.
refrigerator,The fridge is making a loud buzzing sound.,It might be due to the compressor or condenser fan. Try cleaning the coils.,troubleshooting,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.,The fridge is making a loud buzzing sound. It might be due to the compressor or condenser fan. Try cleaning the coils.
dishwasher,How often should I clean my dishwasher filter?,It's recommended to clean it once a month for optimal performance.,general_inquiry,How often should I clean my dishwasher filter? It's recommended to clean it once a month for optimal performance.,It's recommended to clean it once a month for optimal performance. How often should I clean my dishwasher filter?
microwave,The microwave display is not working.,Try resetting the microwave or check if there is a power issue.,troubleshooting,The microwave display is not working. Try resetting the microwave or check if there is a power issue.,The microwave display is not working. Try resetting the microwave or check if there is a power issue.
microwave,I need to book a service appointment for my microwave.,Please provide your model number and a description of the issue.,repair_request,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.
air_conditioner,My AC is not blowing cold air.,Check if the thermostat is set correctly and clean or replace the air filter.,troubleshooting,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.,My AC is not blowing cold air. Check if the thermostat is set correctly and clean or replace the air filter.
dishwasher,The dishwasher door won’t close properly.,Ensure that no dishes are obstructing the door and check the latch.,troubleshooting,The dishwasher door won’t close properly. Ensure that no dishes are obstructing the door and check the latch.,The dishwasher door won't close properly. Ensure that no dishes are obstructing the door and check the latch.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
refrigerator,My refrigerator isn't cooling.,Check if the temperature settings are correct and ensure vents aren’t blocked.,troubleshooting,My refrigerator isn't cooling. Check if the temperature settings are correct and ensure vents aren’t blocked.,Check if the temperature settings are correct and ensure vents aren’t blocked.
microwave,The microwave display is not working.,Try resetting the microwave or check if there is a power issue.,troubleshooting,The microwave display is not working. Try resetting the microwave or check if there is a power issue.,The microwave display is not working. Try resetting the microwave or check if there is a power issue.
microwave,I need to book a service appointment for my microwave.,Please provide your model number and a description of the issue.,repair_request,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.,I need to book a service appointment for my microwave. Please provide your model number and a description of the issue.
